#{"t_start": 1621568387.765816, "env_id": null}
r,l,t
1.119048,6,2097.111833
1.142857,7,2097.162781
1.142857,7,2097.212668
1.166667,8,2097.276702
1.190476,9,2097.34084
1.190476,9,2097.404272
1.190476,9,2097.466304
1.142857,7,2097.517151
1.166667,8,2097.574996
1.119048,6,2097.616303
1.261905,12,2097.699498
1.166667,8,2097.762655
1.071429,4,2097.792808
1.214286,10,2097.961075
1.214286,10,2098.030638
1.142857,7,2098.08127
1.261905,12,2098.163412
1.190476,9,2098.227031
1.214286,10,2098.299118
-9.738095,12,2098.38312
-0.833333,8,2098.444343
1.119048,6,2098.491196
1.119048,6,2098.534243
1.142857,7,2098.591431
1.071429,4,2098.6237
1.071429,4,2098.652094
1.142857,7,2098.700708
-0.904762,5,2098.745775
1.238095,11,2098.825282
1.166667,8,2098.98113
1.190476,9,2099.044738
1.142857,7,2099.092793
1.071429,4,2099.121097
1.119048,6,2099.16469
1.166667,8,2099.21896
1.261905,12,2099.303991
1.238095,11,2099.38336
1.190476,9,2099.447814
1.095238,5,2099.484393
1.095238,5,2099.522188
1.119048,6,2099.565754
1.142857,7,2099.616549
1.166667,8,2099.671516
1.095238,5,2099.710669
1.142857,7,2099.764412
1.119048,6,2099.805435
1.166667,8,2099.861738
1.095238,5,2100.001954
-0.809524,9,2100.069408
1.214286,10,2100.139375
1.214286,10,2100.212117
1.071429,4,2100.246847
1.142857,7,2100.299222
1.166667,8,2100.353981
1.166667,8,2100.413142
1.190476,9,2100.473153
-0.809524,9,2100.537432
1.238095,11,2100.61586
-0.809524,9,2100.679872
1.119048,6,2100.722164
1.309524,14,2100.819478
1.095238,5,2100.857564
1.142857,7,2100.908344
1.071429,4,2101.041325
1.238095,11,2101.135352
1.166667,8,2101.190164
1.214286,10,2101.264733
1.166667,8,2101.320646
1.261905,12,2101.405087
1.166667,8,2101.463826
1.166667,8,2101.52237
1.190476,9,2101.586973
1.119048,6,2101.63256
-0.857143,7,2101.683902
1.071429,4,2101.71239
1.166667,8,2101.771038
1.142857,7,2101.821241
1.190476,9,2101.885727
1.119048,6,2101.928828
1.190476,9,2102.09423
1.142857,7,2102.15195
1.119048,6,2102.194034
1.166667,8,2102.256508
1.095238,5,2102.293026
1.142857,7,2102.343552
1.142857,7,2102.394442
1.071429,4,2102.425689
1.142857,7,2102.47612
1.285714,13,2102.564917
1.142857,7,2102.613661
1.190476,9,2102.678036
1.095238,5,2102.720466
1.238095,11,2102.804541
1.166667,8,2102.858559
-0.904762,5,2102.897907
1.166667,8,2102.955253
-0.904762,5,2102.994942
1.285714,13,2103.182667
1.214286,10,2103.256334
1.190476,9,2103.320933
-0.880952,6,2103.375246
1.190476,9,2103.43873
1.190476,9,2103.498987
-9.714286,13,2103.588943
1.142857,7,2103.638501
1.119048,6,2103.680973
1.119048,6,2103.726817
1.095238,5,2103.765543
1.071429,4,2103.796061
1.142857,7,2103.846069
1.142857,7,2103.897154
1.190476,9,2103.961951
1.142857,7,2104.011649
1.214286,10,2104.184535
1.095238,5,2104.22317
1.214286,10,2104.295386
1.238095,11,2104.373738
1.214286,10,2104.443204
1.142857,7,2104.493232
1.166667,8,2104.548613
1.214286,10,2104.617066
1.214286,10,2104.685137
1.166667,8,2104.747247
-0.833333,8,2104.807343
1.071429,4,2104.835611
1.166667,8,2104.893706
-9.690476,14,2104.984249
1.166667,8,2105.143189
-9.833333,8,2105.196776
1.119048,6,2105.243389
1.190476,9,2105.309332
1.214286,10,2105.380342
1.166667,8,2105.43612
1.142857,7,2105.486111
1.142857,7,2105.53762
1.214286,10,2105.607225
1.238095,11,2105.683017
1.142857,7,2105.735224
1.238095,11,2105.814298
1.142857,7,2105.862577
1.119048,6,2105.904159
1.166667,8,2105.961574
1.285714,13,2106.15165
1.119048,6,2106.198262
1.238095,11,2106.278986
1.095238,5,2106.317862
1.261905,12,2106.399809
1.095238,5,2106.436848
1.166667,8,2106.495163
-0.738095,12,2106.579644
1.166667,8,2106.63553
1.142857,7,2106.684599
1.214286,10,2106.757825
-0.809524,9,2106.823576
1.142857,7,2106.872034
1.285714,13,2106.96032
1.119048,6,2107.004925
1.142857,7,2107.05412
1.166667,8,2107.206234
1.190476,9,2107.270853
1.190476,9,2107.333087
1.095238,5,2107.368893
-0.833333,8,2107.428098
-0.857143,7,2107.483889
1.190476,9,2107.552322
1.095238,5,2107.587663
1.214286,10,2107.657048
1.166667,8,2107.715211
1.071429,4,2107.74894
-0.833333,8,2107.807415
1.214286,10,2107.877243
1.166667,8,2107.934524
1.190476,9,2108.001496
1.095238,5,2108.040423
1.095238,5,2108.076625
1.190476,9,2108.24196
1.238095,11,2108.320438
1.166667,8,2108.375222
1.214286,10,2108.445504
1.119048,6,2108.49064
1.142857,7,2108.539018
1.214286,10,2108.607231
1.142857,7,2108.656667
1.119048,6,2108.699363
1.214286,10,2108.77123
1.142857,7,2108.819263
1.238095,11,2108.891764
1.095238,5,2108.927456
1.119048,6,2108.972497
1.166667,8,2109.028285
1.166667,8,2109.085718
1.071429,4,2109.214076
1.238095,11,2109.2948
1.214286,10,2109.365777
1.166667,8,2109.422898
1.095238,5,2109.458794
1.238095,11,2109.53452
1.238095,11,2109.6097
1.166667,8,2109.668126
1.238095,11,2109.758418
1.166667,8,2109.816201
1.119048,6,2109.860954
1.166667,8,2109.916864
1.238095,11,2109.993379
1.142857,7,2110.041735
1.119048,6,2110.082561
1.214286,10,2110.256419
1.214286,10,2110.32661
1.238095,11,2110.400114
1.214286,10,2110.46919
1.190476,9,2110.530506
1.071429,4,2110.560847
1.071429,4,2110.590825
1.214286,10,2110.659393
1.071429,4,2110.690414
-0.857143,7,2110.745527
1.119048,6,2110.790661
1.190476,9,2110.85056
1.214286,10,2110.919125
-0.857143,7,2110.973742
1.142857,7,2111.026004
1.142857,7,2111.081074
1.166667,8,2111.247864
1.166667,8,2111.303199
1.071429,4,2111.335048
1.166667,8,2111.39435
1.142857,7,2111.442849
1.142857,7,2111.492901
1.214286,10,2111.561436
1.119048,6,2111.601958
1.190476,9,2111.666174
1.119048,6,2111.709848
1.095238,5,2111.748866
1.095238,5,2111.785832
-9.809524,9,2111.847262
1.190476,9,2111.910256
1.119048,6,2111.952099
1.095238,5,2111.991046
1.095238,5,2112.028254
1.071429,4,2112.055965
1.095238,5,2112.094177
1.166667,8,2112.148894
1.071429,4,2112.289119
1.119048,6,2112.333556
1.119048,6,2112.382771
1.214286,10,2112.456493
1.095238,5,2112.495274
1.142857,7,2112.544508
-0.904762,5,2112.584599
1.214286,10,2112.653363
1.166667,8,2112.71267
1.261905,12,2112.801244
1.190476,9,2112.866355
1.214286,10,2112.935241
1.190476,9,2112.997768
-0.809524,9,2113.063107
1.190476,9,2113.125357
1.071429,4,2113.156575
1.190476,9,2113.329779
1.238095,11,2113.405059
1.142857,7,2113.458816
1.142857,7,2113.509218
1.071429,4,2113.540894
1.166667,8,2113.599189
-0.785714,10,2113.668783
1.190476,9,2113.732161
1.261905,12,2113.815179
1.095238,5,2113.851436
1.166667,8,2113.907077
1.119048,6,2113.952123
-0.857143,7,2114.003695
1.190476,9,2114.068767
1.238095,11,2114.140652
1.119048,6,2114.18579
-9.857143,7,2114.33794
1.095238,5,2114.373069
1.071429,4,2114.404107
1.071429,4,2114.434357
1.309524,14,2114.528255
1.119048,6,2114.57318
1.190476,9,2114.635595
1.214286,10,2114.702974
1.214286,10,2114.773951
1.261905,12,2114.855342
1.071429,4,2114.884946
1.190476,9,2114.946434
1.285714,13,2115.036155
1.238095,11,2115.111593
1.119048,6,2115.155649
1.119048,6,2115.196804
1.214286,10,2115.37262
1.142857,7,2115.421964
1.142857,7,2115.472528
1.071429,4,2115.502515
1.071429,4,2115.530826
1.071429,4,2115.563083
1.071429,4,2115.593894
1.142857,7,2115.642996
1.142857,7,2115.692766
1.166667,8,2115.754893
1.214286,10,2115.823988
1.071429,4,2115.85397
-0.880952,6,2115.899486
1.071429,4,2115.929104
1.071429,4,2115.960045
1.071429,4,2115.990645
1.095238,5,2116.027685
-9.857143,7,2116.076309
1.261905,12,2116.158342
1.309524,14,2116.357731
1.238095,11,2116.432704
1.214286,10,2116.506364
1.119048,6,2116.547977
1.238095,11,2116.626312
1.142857,7,2116.676126
1.095238,5,2116.712579
1.119048,6,2116.760765
-0.880952,6,2116.807251
1.119048,6,2116.849023
1.261905,12,2116.93212
1.071429,4,2116.962815
1.119048,6,2117.004627
-9.738095,12,2117.082076
1.071429,4,2117.11323
1.214286,10,2117.183079
1.071429,4,2117.214116
1.095238,5,2117.258689
1.166667,8,2117.41515
-0.809524,9,2117.480056
1.071429,4,2117.511323
1.119048,6,2117.552098
1.071429,4,2117.584328
1.285714,13,2117.675521
1.285714,13,2117.765889
1.190476,9,2117.829536
1.095238,5,2117.864951
1.119048,6,2117.908911
1.095238,5,2117.94673
1.190476,9,2118.008809
1.238095,11,2118.083321
1.095238,5,2118.117931
1.214286,10,2118.186854
1.095238,5,2118.225909
1.142857,7,2118.280746
1.071429,4,2118.411899
1.238095,11,2118.485445
1.071429,4,2118.515686
1.166667,8,2118.570122
1.071429,4,2118.601242
1.261905,12,2118.682307
1.071429,4,2118.712272
1.071429,4,2118.747374
1.071429,4,2118.779054
1.142857,7,2118.827962
1.095238,5,2118.865159
1.166667,8,2118.91882
1.214286,10,2118.987833
1.119048,6,2119.032594
1.071429,4,2119.063379
1.071429,4,2119.091879
1.190476,9,2119.152643
1.095238,5,2119.188791
-9.666667,15,2119.290747
1.095238,5,2119.432274
1.095238,5,2119.471024
1.071429,4,2119.500855
1.214286,10,2119.568152
1.214286,10,2119.637211
1.071429,4,2119.667311
1.071429,4,2119.696632
1.190476,9,2119.761271
1.071429,4,2119.791161
1.095238,5,2119.830256
1.214286,10,2119.900282
1.095238,5,2119.938133
1.095238,5,2119.974055
1.071429,4,2120.005025
1.285714,13,2120.092861
1.142857,7,2120.141414
1.190476,9,2120.203603
1.190476,9,2120.26813
-0.833333,8,2120.425786
1.071429,4,2120.456502
1.071429,4,2120.486993
1.142857,7,2120.536524
1.119048,6,2120.577234
1.166667,8,2120.636888
1.166667,8,2120.691635
1.214286,10,2120.768173
1.190476,9,2120.8305
1.071429,4,2120.859816
1.166667,8,2120.918219
1.214286,10,2120.987498
1.166667,8,2121.043791
1.095238,5,2121.088884
1.214286,10,2121.16309
1.071429,4,2121.194728
1.095238,5,2121.233656
1.071429,4,2121.26602
1.071429,4,2121.295156
1.095238,5,2121.331587
-0.880952,6,2121.479481
1.190476,9,2121.543973
1.214286,10,2121.611698
1.095238,5,2121.64911
1.071429,4,2121.68084
1.071429,4,2121.711718
1.095238,5,2121.754882
1.071429,4,2121.784096
1.095238,5,2121.822932
1.071429,4,2121.85112
1.166667,8,2121.907019
1.071429,4,2121.937505
1.190476,9,2121.998475
1.166667,8,2122.056769
1.166667,8,2122.112645
1.190476,9,2122.175376
1.095238,5,2122.210849
1.071429,4,2122.245483
1.071429,4,2122.276065
1.071429,4,2122.305991
1.095238,5,2122.342625
-0.857143,7,2122.392859
1.071429,4,2122.525282
-0.738095,12,2122.610067
1.190476,9,2122.672696
1.214286,10,2122.746648
1.095238,5,2122.783386
1.119048,6,2122.82866
1.071429,4,2122.859348
1.142857,7,2122.908999
1.238095,11,2122.981919
1.119048,6,2123.02641
1.166667,8,2123.079672
1.095238,5,2123.115683
-0.904762,5,2123.156678
1.261905,12,2123.236726
1.119048,6,2123.28289
1.119048,6,2123.326363
1.071429,4,2123.354372
1.142857,7,2123.403854
1.071429,4,2123.535795
1.071429,4,2123.566177
1.190476,9,2123.630219
1.142857,7,2123.680336
1.214286,10,2123.751803
1.095238,5,2123.790724
1.095238,5,2123.82881
1.261905,12,2123.909264
1.071429,4,2123.938715
1.285714,13,2124.028908
1.095238,5,2124.065285
1.214286,10,2124.133925
1.166667,8,2124.188737
1.095238,5,2124.227832
1.166667,8,2124.285421
1.071429,4,2124.315554
1.166667,8,2124.370622
1.166667,8,2124.428541
1.095238,5,2124.567609
1.214286,10,2124.636547
1.071429,4,2124.667213
1.238095,11,2124.747707
1.142857,7,2124.799256
1.071429,4,2124.831283
1.166667,8,2124.88638
1.095238,5,2124.921094
1.071429,4,2124.952263
1.071429,4,2124.982055
1.190476,9,2125.044183
1.142857,7,2125.091688
1.071429,4,2125.122501
1.119048,6,2125.167945
1.166667,8,2125.222582
1.238095,11,2125.303229
1.142857,7,2125.352928
1.095238,5,2125.388501
1.214286,10,2125.559452
-0.785714,10,2125.63445
1.238095,11,2125.708126
1.071429,4,2125.742202
1.214286,10,2125.811544
1.214286,10,2125.882958
1.142857,7,2125.932463
1.119048,6,2125.973351
1.166667,8,2126.032034
1.071429,4,2126.06203
1.261905,12,2126.142019
1.095238,5,2126.17999
1.190476,9,2126.248904
1.119048,6,2126.290913
1.071429,4,2126.321477
-0.785714,10,2126.391048
1.119048,6,2126.436113
1.238095,11,2126.612763
1.142857,7,2126.667029
1.285714,13,2126.75653
1.261905,12,2126.83784
1.071429,4,2126.867567
1.095238,5,2126.903607
1.214286,10,2126.970754
-9.785714,10,2127.036648
1.166667,8,2127.090591
1.142857,7,2127.139743
1.071429,4,2127.170916
-9.785714,10,2127.238183
1.071429,4,2127.269779
1.071429,4,2127.296928
1.190476,9,2127.360511
1.190476,9,2127.425375
1.166667,8,2127.583575
1.261905,12,2127.670015
1.214286,10,2127.740371
1.285714,13,2127.82826
1.190476,9,2127.891352
1.119048,6,2127.932133
1.214286,10,2128.003792
1.214286,10,2128.072456
1.095238,5,2128.108624
1.166667,8,2128.163346
1.214286,10,2128.234286
1.071429,4,2128.266727
1.190476,9,2128.329566
1.214286,10,2128.398992
1.071429,4,2128.430469
-0.833333,8,2128.590371
1.238095,11,2128.664469
1.119048,6,2128.708472
1.261905,12,2128.793033
1.190476,9,2128.856371
1.214286,10,2128.925506
1.214286,10,2128.992624
-0.904762,5,2129.031422
1.071429,4,2129.063829
1.214286,10,2129.133195
-9.619048,17,2129.24811
1.166667,8,2129.307094
1.095238,5,2129.343825
1.214286,10,2129.411768
1.119048,6,2129.45388
1.238095,11,2129.631944
1.261905,12,2129.714833
1.166667,8,2129.778238
1.166667,8,2129.833914
1.166667,8,2129.892547
-0.833333,8,2129.948856
1.214286,10,2130.016265
-0.833333,8,2130.076053
1.119048,6,2130.118029
1.119048,6,2130.162093
-0.809524,9,2130.22716
1.214286,10,2130.316166
-0.761905,11,2130.399488
1.214286,10,2130.467631
1.166667,8,2130.628524
1.285714,13,2130.715327
1.119048,6,2130.763269
1.214286,10,2130.832533
-0.904762,5,2130.870069
1.071429,4,2130.900858
1.166667,8,2130.957853
1.238095,11,2131.036171
-0.833333,8,2131.104149
1.071429,4,2131.138311
1.214286,10,2131.20529
1.119048,6,2131.253507
1.119048,6,2131.301479
1.119048,6,2131.345443
-0.904762,5,2131.385198
1.166667,8,2131.442649
1.333333,15,2131.546164
1.214286,10,2131.714332
1.071429,4,2131.747111
1.261905,12,2131.827156
1.214286,10,2131.897735
-9.833333,8,2131.951323
1.071429,4,2131.981149
-0.880952,6,2132.024288
1.190476,9,2132.088166
1.238095,11,2132.161323
1.190476,9,2132.224041
1.142857,7,2132.277791
1.095238,5,2132.316459
1.119048,6,2132.357708
1.238095,11,2132.436532
1.119048,6,2132.478052
1.142857,7,2132.527214
1.119048,6,2132.672992
1.119048,6,2132.720652
-0.928571,4,2132.757173
1.238095,11,2132.834374
1.190476,9,2132.895165
1.119048,6,2132.938911
-0.857143,7,2132.989623
1.119048,6,2133.034536
1.071429,4,2133.06296
1.142857,7,2133.110813
1.095238,5,2133.150868
1.095238,5,2133.187017
1.285714,13,2133.277039
1.285714,13,2133.370574
-0.761905,11,2133.451531
1.119048,6,2133.49388
1.285714,13,2133.581509
1.142857,7,2133.731669
-0.833333,8,2133.792016
1.071429,4,2133.822506
-0.785714,10,2133.893695
1.142857,7,2133.944116
1.071429,4,2133.977686
1.166667,8,2134.040881
1.119048,6,2134.081822
1.166667,8,2134.140062
1.095238,5,2134.176334
-0.833333,8,2134.236393
1.119048,6,2134.280481
1.166667,8,2134.340328
1.238095,11,2134.41235
1.119048,6,2134.457811
1.119048,6,2134.500099
1.214286,10,2134.571811
1.071429,4,2134.60092
1.142857,7,2134.758241
1.190476,9,2134.822363
1.095238,5,2134.859486
1.166667,8,2134.914292
1.190476,9,2134.979173
-0.761905,11,2135.060566
1.190476,9,2135.12323
1.166667,8,2135.178504
1.071429,4,2135.209785
1.142857,7,2135.262025
1.095238,5,2135.298779
1.261905,12,2135.38095
1.166667,8,2135.437917
1.190476,9,2135.499759
1.071429,4,2135.530824
1.095238,5,2135.56869
1.095238,5,2135.608099
1.190476,9,2135.776881
1.238095,11,2135.859647
1.190476,9,2135.923151
-0.785714,10,2135.997378
1.071429,4,2136.029239
1.214286,10,2136.097359
1.214286,10,2136.166347
1.142857,7,2136.21522
1.214286,10,2136.287339
-0.880952,6,2136.334318
1.190476,9,2136.39803
1.142857,7,2136.449781
1.119048,6,2136.49391
1.095238,5,2136.530529
1.333333,15,2136.631447
1.238095,11,2136.817112
1.214286,10,2136.895375
1.095238,5,2136.93217
1.119048,6,2136.976516
1.095238,5,2137.013423
-0.833333,8,2137.078034
-9.738095,12,2137.158795
1.119048,6,2137.204209
-0.880952,6,2137.258246
1.071429,4,2137.292883
1.095238,5,2137.333532
-0.857143,7,2137.384579
1.071429,4,2137.416048
1.166667,8,2137.537628
1.142857,7,2137.61245
1.119048,6,2137.665647
1.166667,8,2137.736388
1.095238,5,2137.775767
1.119048,6,2137.837962
-0.738095,12,2138.05365
1.119048,6,2138.104346
1.214286,10,2138.175852
1.095238,5,2138.21279
1.119048,6,2138.257214
1.166667,8,2138.316651
1.119048,6,2138.361256
-0.809524,9,2138.426472
1.119048,6,2138.47175
1.095238,5,2138.5089
-0.857143,7,2138.620978
1.119048,6,2138.704906
1.095238,5,2138.784545
1.095238,5,2138.850011
1.095238,5,2138.958263
1.119048,6,2139.129516
1.309524,14,2139.327393
1.095238,5,2139.375683
1.261905,12,2139.616387
1.166667,8,2139.697103
1.071429,4,2139.737542
1.214286,10,2139.838319
1.095238,5,2139.892242
1.190476,9,2139.971502
1.095238,5,2140.045841
1.095238,5,2140.112128
-0.738095,12,2140.209085
1.119048,6,2140.251855
1.095238,5,2140.288395
1.142857,7,2140.343627
1.071429,4,2140.373509
1.261905,12,2140.456201
1.119048,6,2140.500801
1.261905,12,2140.581598
1.190476,9,2140.659761
1.261905,12,2140.906764
1.071429,4,2140.938465
1.071429,4,2140.970855
1.071429,4,2141.00431
1.095238,5,2141.043261
1.166667,8,2141.101994
1.190476,9,2141.171587
1.142857,7,2141.232781
1.095238,5,2141.27247
1.190476,9,2141.344509
1.095238,5,2141.383584
1.095238,5,2141.420182
1.095238,5,2141.460009
1.190476,9,2141.531424
-0.833333,8,2141.588329
1.071429,4,2141.619836
1.261905,12,2141.701007
1.071429,4,2141.731585
1.071429,4,2141.761578
1.190476,9,2141.925204
1.095238,5,2141.964581
1.095238,5,2142.001091
1.071429,4,2142.031031
-0.833333,8,2142.089246
-0.928571,4,2142.122327
1.071429,4,2142.153156
1.142857,7,2142.201622
1.071429,4,2142.23126
1.095238,5,2142.268652
-0.928571,4,2142.302942
1.119048,6,2142.346568
-0.904762,5,2142.385104
1.166667,8,2142.44078
1.095238,5,2142.479128
1.214286,10,2142.553241
1.190476,9,2142.615796
1.071429,4,2142.645313
1.095238,5,2142.685105
1.119048,6,2142.727462
1.071429,4,2142.757254
1.095238,5,2142.797743
1.119048,6,2142.841768
1.214286,10,2143.013067
1.214286,10,2143.084665
-0.785714,10,2143.155472
1.142857,7,2143.205321
-0.785714,10,2143.27514
1.238095,11,2143.354604
-0.857143,7,2143.405405
1.095238,5,2143.441156
1.142857,7,2143.490707
1.142857,7,2143.541994
-0.857143,7,2143.593029
1.238095,11,2143.671006
1.095238,5,2143.706785
1.119048,6,2143.749044
1.119048,6,2143.794611
1.071429,4,2143.829499
1.142857,7,2143.87999
1.095238,5,2144.016893
1.095238,5,2144.056113
1.142857,7,2144.105634
1.214286,10,2144.174429
1.238095,11,2144.249633
1.190476,9,2144.313821
1.166667,8,2144.370822
1.095238,5,2144.406969
1.214286,10,2144.476605
1.309524,14,2144.574585
1.238095,11,2144.649568
1.071429,4,2144.680551
1.190476,9,2144.744491
-0.904762,5,2144.782484
1.142857,7,2144.839436
1.119048,6,2144.881761
1.119048,6,2145.02455
1.095238,5,2145.060531
1.190476,9,2145.123574
1.190476,9,2145.185268
1.190476,9,2145.248259
1.214286,10,2145.326714
1.214286,10,2145.398275
1.119048,6,2145.443427
-0.857143,7,2145.495328
1.095238,5,2145.532125
